10:56:21.329 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.0.Final
10:56:23.200 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be2fad1c-dbdc-4ac7-8b07-04ad54a62880_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$402/0x000000080039ec40
10:56:23.200 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be2fad1c-dbdc-4ac7-8b07-04ad54a62880_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
10:56:23.200 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be2fad1c-dbdc-4ac7-8b07-04ad54a62880_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
10:56:23.231 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be2fad1c-dbdc-4ac7-8b07-04ad54a62880_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
10:56:27.585 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be2fad1c-dbdc-4ac7-8b07-04ad54a62880_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
10:56:30.179 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be2fad1c-dbdc-4ac7-8b07-04ad54a62880_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
10:56:32.512 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be2fad1c-dbdc-4ac7-8b07-04ad54a62880_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
10:56:32.513 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be2fad1c-dbdc-4ac7-8b07-04ad54a62880_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
10:56:32.515 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be2fad1c-dbdc-4ac7-8b07-04ad54a62880_config-0] try to re connect to a new server ,server is  not appointed,will choose a random server.
10:56:33.023 [main] INFO  c.a.n.c.c.i.Limiter - [<clinit>,56] - limitTime:5.0
10:56:34.500 [main] INFO  c.r.g.RuoYiGenApplication - [logStartupProfileInfo,663] - The following profiles are active: dev
10:56:37.768 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be2fad1c-dbdc-4ac7-8b07-04ad54a62880_config-0] fail to connect server,after trying 1 times, last try server is {serverIp='127.0.0.1', server main port=8848},error=unknown
10:56:40.659 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [be2fad1c-dbdc-4ac7-8b07-04ad54a62880_config-0] fail to connect server,after trying 2 times, last try server is {serverIp='127.0.0.1', server main port=8848},error=unknown
10:56:42.217 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9202"]
10:56:42.218 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
10:56:42.219 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.53]
10:56:42.507 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
10:56:43.041 [main] INFO  o.a.c.c.StandardService - [log,173] - Stopping service [Tomcat]
14:39:28.463 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.0.Final
14:39:28.966 [main] INFO  c.a.n.c.c.i.LocalConfigInfoProcessor - [<clinit>,67] - LOCAL_SNAPSHOT_PATH:C:\Users\清研\nacos\config
14:39:28.969 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 4d7a00da-1b8e-4e14-845e-fc6990248bf1_config-0
14:39:28.996 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 17 ms to scan 1 urls, producing 3 keys and 6 values 
14:39:29.013 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 4 keys and 9 values 
14:39:29.025 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 9 ms to scan 1 urls, producing 3 keys and 10 values 
14:39:29.037 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 9 ms to scan 1 urls, producing 1 keys and 5 values 
14:39:29.049 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 10 ms to scan 1 urls, producing 1 keys and 7 values 
14:39:29.059 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 2 keys and 8 values 
14:39:29.061 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4d7a00da-1b8e-4e14-845e-fc6990248bf1_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
14:39:29.062 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4d7a00da-1b8e-4e14-845e-fc6990248bf1_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$452/0x000000080040a040
14:39:29.062 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4d7a00da-1b8e-4e14-845e-fc6990248bf1_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$453/0x000000080040a440
14:39:29.063 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4d7a00da-1b8e-4e14-845e-fc6990248bf1_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
14:39:29.063 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4d7a00da-1b8e-4e14-845e-fc6990248bf1_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
14:39:29.070 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4d7a00da-1b8e-4e14-845e-fc6990248bf1_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
14:39:29.887 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4d7a00da-1b8e-4e14-845e-fc6990248bf1_config-0] Success to connect to server [127.0.0.1:8848] on start up,connectionId=1635316769726_127.0.0.1_5071
14:39:29.888 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4d7a00da-1b8e-4e14-845e-fc6990248bf1_config-0]Notify connected event to listeners.
14:39:29.888 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4d7a00da-1b8e-4e14-845e-fc6990248bf1_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
14:39:29.890 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,681] - [4d7a00da-1b8e-4e14-845e-fc6990248bf1_config-0] Connected,notify listen context...
14:39:29.890 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [4d7a00da-1b8e-4e14-845e-fc6990248bf1_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
14:39:29.917 [main] INFO  c.a.n.c.c.i.Limiter - [<clinit>,56] - limitTime:5.0
14:39:29.930 [main] INFO  c.a.n.c.c.u.JvmUtil - [<clinit>,53] - isMultiInstance:false
14:39:29.959 [main] INFO  c.r.g.RuoYiGenApplication - [logStartupProfileInfo,663] - The following profiles are active: dev
14:39:31.907 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9202"]
14:39:31.907 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
14:39:31.907 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.53]
14:39:32.056 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
14:39:32.950 [main] INFO  c.a.c.s.SentinelWebAutoConfiguration - [addInterceptors,80] - [Sentinel Starter] register SentinelWebInterceptor with urlPatterns: [/**].
14:39:33.367 [main] INFO  c.a.n.client.naming - [initNamespaceForNaming,63] - initializer namespace from System Property : null
14:39:33.367 [main] INFO  c.a.n.client.naming - [call,69] - initializer namespace from System Environment :null
14:39:33.367 [main] INFO  c.a.n.client.naming - [call,79] - initializer namespace from System Property :null
14:39:33.383 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of 237382d4-f2c5-4db3-bac5-5db61abf43f5
14:39:33.383 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [237382d4-f2c5-4db3-bac5-5db61abf43f5]RpcClient init label, labels={module=naming, source=sdk}
14:39:33.383 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [237382d4-f2c5-4db3-bac5-5db61abf43f5]RpcClient init, ServerListFactory =com.alibaba.nacos.client.naming.core.ServerListManager
14:39:33.383 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [237382d4-f2c5-4db3-bac5-5db61abf43f5]Registry connection listener to current client:com.alibaba.nacos.client.naming.remote.gprc.redo.NamingGrpcRedoService
14:39:33.383 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [237382d4-f2c5-4db3-bac5-5db61abf43f5]Register server push request handler:com.alibaba.nacos.client.naming.remote.gprc.NamingPushRequestHandler
14:39:33.383 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [237382d4-f2c5-4db3-bac5-5db61abf43f5] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
14:39:33.511 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [237382d4-f2c5-4db3-bac5-5db61abf43f5] Success to connect to server [127.0.0.1:8848] on start up,connectionId=1635316773383_127.0.0.1_5075
14:39:33.512 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [237382d4-f2c5-4db3-bac5-5db61abf43f5]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
14:39:33.512 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [237382d4-f2c5-4db3-bac5-5db61abf43f5]Notify connected event to listeners.
14:39:33.512 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [237382d4-f2c5-4db3-bac5-5db61abf43f5]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
14:39:33.512 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.client.naming - [onConnected,76] - Grpc connection connect
14:39:34.848 [main] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(0) service: DEFAULT_GROUP@@ruoyi-gen@@DEFAULT -> []
14:39:34.853 [main] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(0) service: DEFAULT_GROUP@@ruoyi-gen@@DEFAULT -> []
14:39:34.860 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-9202"]
14:39:34.864 [main] INFO  c.a.n.client.naming - [registerService,112] - [REGISTER-SERVICE] public registering service ruoyi-gen with instance Instance{instanceId='null', ip='10.131.41.89', port=9202, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={preserved.register.source=SPRING_CLOUD}}
14:39:34.880 [main] INFO  c.a.c.n.r.NacosServiceRegistry - [register,75] - nacos registry, DEFAULT_GROUP ruoyi-gen 10.131.41.89:9202 register finished
14:39:35.256 [main] INFO  c.r.g.RuoYiGenApplication - [logStarted,61] - Started RuoYiGenApplication in 7.402 seconds (JVM running for 8.355)
14:39:35.256 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] ruoyi-gen+DEFAULT_GROUP
14:39:35.256 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=ruoyi-gen, group=DEFAULT_GROUP, cnt=1
14:39:35.256 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] ruoyi-gen-dev.yml+DEFAULT_GROUP
14:39:35.256 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=ruoyi-gen-dev.yml, group=DEFAULT_GROUP, cnt=1
14:39:35.256 [main] INFO  c.a.n.c.c.i.ClientWorker - [addCacheDataIfAbsent,384] - [config_rpc_client] [subscribe] ruoyi-gen.yml+DEFAULT_GROUP
14:39:35.256 [main] INFO  c.a.n.c.c.i.CacheData - [addListener,173] - [config_rpc_client] [add-listener] ok, tenant=, dataId=ruoyi-gen.yml, group=DEFAULT_GROUP, cnt=1
14:39:35.446 [nacos-grpc-client-executor-7] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [237382d4-f2c5-4db3-bac5-5db61abf43f5]receive server push request,request=NotifySubscriberRequest,requestId=27
14:39:35.446 [nacos-grpc-client-executor-7] INFO  c.a.n.client.naming - [isChangedServiceInfo,181] - init new ips(1) service: DEFAULT_GROUP@@ruoyi-gen -> [{"ip":"10.131.41.89","port":9202,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-gen","metadata":{"preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
14:39:35.462 [nacos-grpc-client-executor-7] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@ruoyi-gen -> [{"ip":"10.131.41.89","port":9202,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-gen","metadata":{"preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
14:39:35.462 [nacos-grpc-client-executor-7] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [237382d4-f2c5-4db3-bac5-5db61abf43f5]ack server push request,request=NotifySubscriberRequest,requestId=27
14:39:35.829 [RMI TCP Connection(4)-10.131.41.89] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
14:39:35.862 [com.alibaba.nacos.client.naming.updater.0] INFO  c.a.n.client.naming - [isChangedServiceInfo,235] - new ips(1) service: DEFAULT_GROUP@@ruoyi-gen@@DEFAULT -> [{"ip":"10.131.41.89","port":9202,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-gen","metadata":{"preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
14:39:35.862 [com.alibaba.nacos.client.naming.updater.0] INFO  c.a.n.client.naming - [processServiceInfo,166] - current ips:(1) service: DEFAULT_GROUP@@ruoyi-gen@@DEFAULT -> [{"ip":"10.131.41.89","port":9202,"weight":1.0,"healthy":true,"enabled":true,"ephemeral":true,"clusterName":"DEFAULT","serviceName":"DEFAULT_GROUP@@ruoyi-gen","metadata":{"preserved.register.source":"SPRING_CLOUD"},"instanceHeartBeatTimeOut":15000,"instanceHeartBeatInterval":5000,"ipDeleteTimeout":30000}]
14:39:35.871 [RMI TCP Connection(5)-10.131.41.89] INFO  c.z.h.HikariDataSource - [getConnection,110] - HikariPool-1 - Starting...
14:39:36.166 [RMI TCP Connection(5)-10.131.41.89] INFO  c.z.h.HikariDataSource - [getConnection,123] - HikariPool-1 - Start completed.
17:18:41.238 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,90] - De-registering from Nacos Server now...
17:18:41.238 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [deregisterService,136] - [DEREGISTER-SERVICE] public deregistering service ruoyi-gen with instance: Instance{instanceId='null', ip='10.131.41.89', port=9202, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={}}
17:18:41.248 [SpringApplicationShutdownHook] INFO  c.a.c.n.r.NacosServiceRegistry - [deregister,110] - De-registration finished.
17:18:41.251 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,256] - com.alibaba.nacos.client.naming.cache.ServiceInfoHolder do shutdown begin
17:18:41.251 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,140] - com.alibaba.nacos.client.naming.backups.FailoverReactor do shutdown begin
17:18:41.251 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,142] - com.alibaba.nacos.client.naming.backups.FailoverReactor do shutdown stop
17:18:41.252 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,258] - com.alibaba.nacos.client.naming.cache.ServiceInfoHolder do shutdown stop
17:18:41.252 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,176] - com.alibaba.nacos.client.naming.remote.NamingClientProxyDelegate do shutdown begin
17:18:41.252 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,130] - com.alibaba.nacos.client.naming.core.ServiceInfoUpdateService do shutdown begin
17:18:41.570 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,132] - com.alibaba.nacos.client.naming.core.ServiceInfoUpdateService do shutdown stop
17:18:41.571 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,188] - com.alibaba.nacos.client.naming.core.ServerListManager do shutdown begin
17:18:41.572 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,193] - com.alibaba.nacos.client.naming.core.ServerListManager do shutdown stop
17:18:41.572 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,519] - com.alibaba.nacos.client.naming.remote.http.NamingHttpClientProxy do shutdown begin
17:18:41.573 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,162] - com.alibaba.nacos.client.naming.beat.BeatReactor do shutdown begin
17:18:41.573 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,164] - com.alibaba.nacos.client.naming.beat.BeatReactor do shutdown stop
17:18:41.574 [SpringApplicationShutdownHook] INFO  c.a.n.c.i.CredentialWatcher - [stop,105] - [null] CredentialWatcher is stopped
17:18:41.574 [SpringApplicationShutdownHook] INFO  c.a.n.c.i.CredentialService - [free,99] - [null] CredentialService is freed
17:18:41.575 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,523] - com.alibaba.nacos.client.naming.remote.http.NamingHttpClientProxy do shutdown stop
17:18:41.575 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,461] - Shutdown rpc client ,set status to shutdown
17:18:41.575 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,463] - Shutdown  client event executor java.util.concurrent.ScheduledThreadPoolExecutor@6e1af6c6[Running, pool size = 2, active threads = 2, queued tasks = 0, completed tasks = 0]
17:18:41.576 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.client - [shutdown,465] - Close current connection 1635316773383_127.0.0.1_5075
17:18:41.579 [nacos-grpc-client-executor-1932] INFO  c.a.n.c.r.c.g.GrpcClient - [printIfInfoEnabled,60] - [1635316773383_127.0.0.1_5075]Ignore complete event,isRunning:false,isAbandon=false
17:18:41.588 [SpringApplicationShutdownHook] INFO  c.a.n.c.r.c.g.GrpcClient - [shutdown,83] - Shutdown grpc executor java.util.concurrent.ThreadPoolExecutor@418319cc[Running, pool size = 5, active threads = 0, queued tasks = 0, completed tasks = 1933]
17:18:41.588 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,251] - Shutdown grpc redo service executor java.util.concurrent.ScheduledThreadPoolExecutor@625999f[Running, pool size = 1, active threads = 0, queued tasks = 1, completed tasks = 3174]
17:18:41.589 [SpringApplicationShutdownHook] INFO  c.a.n.client.naming - [shutdown,182] - com.alibaba.nacos.client.naming.remote.NamingClientProxyDelegate do shutdown stop
17:18:41.739 [SpringApplicationShutdownHook] INFO  c.z.h.HikariDataSource - [close,350] - HikariPool-1 - Shutdown initiated...
17:18:41.748 [SpringApplicationShutdownHook] INFO  c.z.h.HikariDataSource - [close,352] - HikariPool-1 - Shutdown completed.
17:18:52.206 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.0.Final
17:18:52.978 [main] INFO  c.a.n.c.c.i.LocalConfigInfoProcessor - [<clinit>,67] - LOCAL_SNAPSHOT_PATH:C:\Users\清研\nacos\config
17:18:52.981 [main] INFO  c.a.n.c.r.client - [lambda$createClient$0,77] - [RpcClientFactory] create a new rpc client of cfc7a8a6-f0de-484f-ab91-e59c72bd3102_config-0
17:18:53.015 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 22 ms to scan 1 urls, producing 3 keys and 6 values 
17:18:53.042 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 12 ms to scan 1 urls, producing 4 keys and 9 values 
17:18:53.056 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 11 ms to scan 1 urls, producing 3 keys and 10 values 
17:18:53.071 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 12 ms to scan 1 urls, producing 1 keys and 5 values 
17:18:53.082 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 8 ms to scan 1 urls, producing 1 keys and 7 values 
17:18:53.098 [main] INFO  o.r.Reflections - [scan,232] - Reflections took 14 ms to scan 1 urls, producing 2 keys and 8 values 
17:18:53.102 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cfc7a8a6-f0de-484f-ab91-e59c72bd3102_config-0]RpcClient init label, labels={module=config, Vipserver-Tag=null, source=sdk, Amory-Tag=null, Location-Tag=null, taskId=0, AppName=unknown}
17:18:53.103 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cfc7a8a6-f0de-484f-ab91-e59c72bd3102_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$452/0x000000080040b040
17:18:53.103 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cfc7a8a6-f0de-484f-ab91-e59c72bd3102_config-0]Register server push request handler:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$$Lambda$453/0x000000080040b440
17:18:53.104 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cfc7a8a6-f0de-484f-ab91-e59c72bd3102_config-0]Registry connection listener to current client:com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$1
17:18:53.105 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cfc7a8a6-f0de-484f-ab91-e59c72bd3102_config-0]RpcClient init, ServerListFactory =com.alibaba.nacos.client.config.impl.ClientWorker$ConfigRpcTransportClient$2
17:18:53.113 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cfc7a8a6-f0de-484f-ab91-e59c72bd3102_config-0] Try to connect to server on start up, server: {serverIp='127.0.0.1', server main port=8848}
17:18:54.312 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cfc7a8a6-f0de-484f-ab91-e59c72bd3102_config-0] Success to connect to server [127.0.0.1:8848] on start up,connectionId=1635326334114_127.0.0.1_13842
17:18:54.312 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cfc7a8a6-f0de-484f-ab91-e59c72bd3102_config-0]Notify connected event to listeners.
17:18:54.313 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cfc7a8a6-f0de-484f-ab91-e59c72bd3102_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$ConnectResetRequestHandler
17:18:54.313 [com.alibaba.nacos.client.remote.worker] INFO  c.a.n.c.c.i.ClientWorker - [onConnected,681] - [cfc7a8a6-f0de-484f-ab91-e59c72bd3102_config-0] Connected,notify listen context...
17:18:54.314 [main] INFO  c.a.n.c.r.client - [printIfInfoEnabled,60] - [cfc7a8a6-f0de-484f-ab91-e59c72bd3102_config-0]Register server push request handler:com.alibaba.nacos.common.remote.client.RpcClient$4
17:18:54.345 [main] INFO  c.a.n.c.c.i.Limiter - [<clinit>,56] - limitTime:5.0
17:18:54.361 [main] INFO  c.a.n.c.c.u.JvmUtil - [<clinit>,53] - isMultiInstance:false
17:18:54.388 [main] INFO  c.r.g.RuoYiGenApplication - [logStartupProfileInfo,663] - The following profiles are active: dev
17:18:57.706 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-9202"]
17:18:57.707 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
17:18:57.707 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.53]
17:18:57.908 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
17:18:59.386 [main] INFO  c.a.c.s.SentinelWebAutoConfiguration - [addInterceptors,80] - [Sentinel Starter] register SentinelWebInterceptor with urlPatterns: [/**].
17:19:00.222 [main] INFO  c.a.n.client.naming - [initNamespaceForNaming,63] - initializer namespace from System Property : null
17:19:00.223 [main] INFO  c.a.n.client.naming - [call,69] - initializer namespace from System Environment :null
17:19:00.223 [main] INFO  c.a.n.client.naming - [call,79] - initializer namespace from System Property :null
